dataset_root,filename,path,text,label_length,orig_width,orig_height,scaled_width,source_group
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,16_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/16_185_1.jpg,"vườn nhà khá lên, số lượng nhà giúp người nghèo ông cất nhiều hơn,",66,2048,125,1573,crop:16
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,17_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/17_185_1.jpg,bình quân mỗi năm 30 căn. Ban đầu ông cất nhà cho người nghèo,61,2048,128,1536,crop:17
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,18_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/18_185_1.jpg,"trong ấp, trong xã. Sau đó, được những người trong làng đi làm ăn,",66,2048,133,1478,crop:18
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,19_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/19_185_1.jpg,"buôn bán trong và ngoài tỉnh như Tiền Giang, Đồng Tháp, Trà Vinh...",67,2048,144,1365,crop:19
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,20_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/20_185_1.jpg,"giới thiệu, ông Tám On tìm hiểu và sẵn lòng giúp nhà cho những người",68,2048,154,1277,crop:20
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,21_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/21_185_1.jpg,nghèo thật sự biết lo làm ăn.,29,2048,337,583,crop:21
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,22_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/22_185_1.jpg,"Chẳng hạn như trường hợp Phước "" mù "" bán vé số ở ấp Phước Hòa, xã Thành",72,2048,125,1573,crop:22
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,23_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/23_185_1.jpg,"Triệu, Châu Thành, ông vừa cất cho căn nhà tình thương vào tháng 8 - 2003.",74,2048,136,1446,crop:23
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,24_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/24_185_1.jpg,"Phước "" mù "" là một người hiếu thảo, cặm cụi làm ăn, vừa bán vé số",66,2048,152,1293,crop:24
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,25_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/25_185_1.jpg,"nuôi bà ngoại vừa để dành tiền mua được nền nhà. Ông giúp Phước "" mù """,70,2048,150,1311,crop:25
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,26_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/26_185_1.jpg,"tận tình, không chỉ giúp nhà mà còn mua thêm ít gỗ để đóng cho cái",66,2048,143,1375,crop:26
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,27_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/27_185_1.jpg,"giường, cái bàn, cái ghế. Người nghèo khi nhận nhà đều cảm ơn,",62,2048,169,1163,crop:27
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,28_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/28_185_1.jpg,"ông khuyên họ : "" Hãy cố gắng làm ăn, chăm lo gia đình hạnh phúc là",67,2048,162,1214,crop:28
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,29_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/29_185_1.jpg,"đáp ơn tôi rồi "".",17,2048,480,410,crop:29
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,30_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/30_185_1.jpg,"Nhà ông cho người nghèo cũng chẳng phải sang trọng gì, thường là nhà",68,2048,118,1666,crop:30
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,31_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/31_185_1.jpg,"kê bằng thân cây dừa lão xẻ ra làm sườn. Nhà có bề ngang 4 m, dài 6 m.",70,2048,113,1740,crop:31
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,32_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/32_185_1.jpg,Thời giá những năm 1990 khoảng 600.000 đồng một sườn nhà. Còn bây,65,2048,130,1512,crop:32
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,33_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/33_185_1.jpg,"giờ cây dừa già làm nhà được cũng tăng theo thời giá, khoảng 1,5 triệu",70,2048,134,1467,crop:33
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,34_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/34_185_1.jpg,"đồng một căn. Dù là vậy, nghe ở đâu có người nghèo thiếu nơi ăn",63,2048,139,1414,crop:34
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,35_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/35_185_1.jpg,chốn ở là ông Tám On lại có mặt và lăn lưng vào với niềm vui làm,64,2048,142,1385,crop:35
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,36_185_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/36_185_1.jpg,việc thiện.,11,2048,720,273,crop:36
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,1_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/1_186_1.jpg,"Trao đổi với Tuổi Trẻ, ông Đào Tấn Lộc, chủ tịch UBND tỉnh Phú Yên, khẳng",73,2048,214,919,crop:1
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,2_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/2_186_1.jpg,"định đây là việc làm sai trái của chính quyền huyện Sông Cầu, vụ việc này",73,2048,182,1080,crop:2
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,3_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/3_186_1.jpg,đã khiến một chủ tịch huyện bị thuyên chuyển công tác và một phó chủ tịch,73,2048,151,1302,crop:3
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,4_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/4_186_1.jpg,"huyện cùng nhiều cán bộ địa phương bị kỷ luật cách chức. Trả lời phỏng vấn,",75,2048,182,1080,crop:4
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,5_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/5_186_1.jpg,ông Lộc nói : Bán đất với giá không được ủy ban tỉnh phê duyệt là không,71,2048,186,1057,crop:5
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,6_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/6_186_1.jpg,"thể chấp nhận được, đây là việc làm vượt cấp của ủy ban huyện,",62,2048,140,1404,crop:6
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,7_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/7_186_1.jpg,"loại dự án này không phải muốn bán giá nào thì bán, đây là cái sai.",67,2048,137,1435,crop:7
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,8_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/8_186_1.jpg,"Nói tóm lại là giá chưa duyệt thì không được bán. Thưa ông, sổ đỏ đã được giao",78,2048,146,1347,crop:8
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,9_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/9_186_1.jpg,cho người dân... Tôi rất lấy làm lạ là vì sao tôi không cho phép mà ở dưới,74,2048,147,1337,crop:9
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_186_1.jpg,vẫn làm. Hiện chúng tôi vẫn tiếp tục điều tra làm rõ động cơ của cán,68,2048,140,1404,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,11_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/11_186_1.jpg,bộ địa phương. Chúng tôi xem đây như một vụ đấu tranh chống tiêu cực,68,2048,130,1512,crop:11
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,12_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/12_186_1.jpg,trong bộ máy nhà nước của chúng tôi. Người dân tuân thủ đúng pháp,65,2048,130,1512,crop:12
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,13_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/13_186_1.jpg,"luật, chính quyền sai phạm về thủ tục quản lý, sao người dân",60,2048,126,1560,crop:13
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,14_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/14_186_1.jpg,phải gánh chịu hậu quả?,23,2048,353,557,crop:14
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,15_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/15_186_1.jpg,"Chính quyền sai thì sửa, chứ sao lại chỉ sửa chính quyền mà không",65,2048,172,1143,crop:15
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,16_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/16_186_1.jpg,sửa bên dân? Tôi đã chấp nhận cho trả lại tiền và lãi ngân hàng,63,2048,193,1019,crop:16
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,17_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/17_186_1.jpg,từ mấy năm nay. Bởi giá hồi đó không phải là giá vì không ai,60,2048,158,1244,crop:17
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,18_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/18_186_1.jpg,"cho phép, chắc chắn là có cái gì bên trong nữa... Cũng có ý kiến cho rằng",73,2048,150,1311,crop:18
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,19_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/19_186_1.jpg,"lúc bán đất giá khi đó còn rẻ, bây giờ giá đất thị trường lên cao thì",69,2048,129,1524,crop:19
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,20_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/20_186_1.jpg,"tỉnh Phú Yên lại thu hồi? Trong thời điểm vào năm 2000, bản thân",64,2048,115,1710,crop:20
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,21_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/21_186_1.jpg,"chính quyền huyện không có quyền để cấp đất ở, đã không có",58,2048,141,1394,crop:21
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,22_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/22_186_1.jpg,thẩm quyền thì việc mua bán này không có hiệu lực pháp luật.,60,2048,132,1489,crop:22
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,23_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/23_186_1.jpg,Hơn nữa giá cả phải được ủy ban tỉnh cho phép... Có thể coi đây,63,2048,185,1063,crop:23
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,24_186_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/24_186_1.jpg,là hợp đồng vô hiệu.,20,2048,315,624,crop:24
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,1_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/1_187_1.jpg,""" Nhà nước VN tái khẳng định một cách công khai và mạnh mẽ những",64,2048,141,1394,crop:1
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,2_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/2_187_1.jpg,"chủ trương, chính sách ưu đãi của Nhà nước dành cho bà con Việt kiều "" -",72,2048,113,1740,crop:2
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,3_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/3_187_1.jpg,Thứ trưởng Ngoại giao Nguyễn Phú Bình. Những điểm mới nổi bật của nghị quyết,76,2048,130,1512,crop:3
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,4_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/4_187_1.jpg,của Bộ Chính trị về công tác đối với người VN ở nước ngoài đã được Thứ trưởng,77,2048,139,1414,crop:4
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,5_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/5_187_1.jpg,"Bộ Ngoại giao Nguyễn Phú Bình, chủ nhiệm Ủy ban về người VN ở nước",66,2048,144,1365,crop:5
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,6_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/6_187_1.jpg,"ngoài, trao đổi với Tuổi Trẻ trong một cuộc gặp gỡ tại Hà Nội hôm qua.",70,2048,131,1501,crop:6
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,7_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/7_187_1.jpg,"Thưa ông, có lý do đặc biệt nào dẫn tới việc ra đời nghị quyết về công tác đối với",82,2048,145,1356,crop:7
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,8_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/8_187_1.jpg,"người Việt ở nước ngoài (NVƠNN) thời điểm này? - Trong nhiều năm qua, Đảng",74,2048,156,1260,crop:8
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,9_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/9_187_1.jpg,và Nhà nước đã ban hành nhiều chính sách về vận động NVƠNN cũng như nhiều,73,2048,137,1435,crop:9
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,10_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/10_187_1.jpg,"chính sách tạo thuận lợi cho bà con trong việc về thăm thân nhân, sở hữu nhà đất,",81,2048,145,1356,crop:10
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,11_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/11_187_1.jpg,"bình đẳng trong giá các dịch vụ và khuyến khích bà con về nước đầu tư,",70,2048,123,1598,crop:11
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,12_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/12_187_1.jpg,kinh doanh. Nhiều chính sách và chủ trương đã và đang từng bước đi vào cuộc,75,2048,132,1489,crop:12
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,13_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/13_187_1.jpg,sống và được bà con Việt kiều hoan nghênh.,42,2048,224,878,crop:13
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,14_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/14_187_1.jpg,"Tuy nhiên, cũng phải nhìn nhận rằng những chính sách này vẫn còn một số điểm hạn",80,2048,129,1524,crop:14
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,15_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/15_187_1.jpg,"chế, chưa đáp ứng được đầy đủ nguyện vọng của bà con. Mặt khác, việc thực hiện",78,2048,121,1625,crop:15
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,16_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/16_187_1.jpg,"chính sách chưa đồng bộ, thậm chí có những trường hợp cá biệt còn trái với cả chủ",81,2048,142,1385,crop:16
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,17_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/17_187_1.jpg,"trương, chính sách của Nhà nước. Lý do thứ hai là hoàn cảnh hiện tại rất khác",77,2048,121,1625,crop:17
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,18_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/18_187_1.jpg,so với thời điểm ban hành những chính sách trước đây. Nếu như năm 1986 -,72,2048,117,1680,crop:18
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,19_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/19_187_1.jpg,"1987, số bà con Việt kiều về thăm quê chỉ khoảng 8.000 người thì nay đã tăng",76,2048,148,1328,crop:19
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,20_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/20_187_1.jpg,"lên 360.000 lượt người / năm, lượng kiều hối chuyển về cũng đạt mức kỷ lục",74,2048,143,1375,crop:20
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,21_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/21_187_1.jpg,"là 2,6 tỉ USD / năm.",20,2048,330,596,crop:21
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,22_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/22_187_1.jpg,"Chính thực tế này đòi hỏi những chủ trương mạnh dạn hơn, thông thoáng và toàn diện",82,2048,129,1524,crop:22
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,23_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/23_187_1.jpg,hơn trong chính sách đối với NVƠNN. Tinh thần của nghị quyết lần này có những,77,2048,152,1293,crop:23
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,24_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/24_187_1.jpg,"điểm mới nổi bật nào so với các chính sách trước đây, thưa ông? Bộ Ngoại giao đang",82,2048,168,1170,crop:24
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,25_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/25_187_1.jpg,"dự thảo một chương trình hành động, trong đó xác định rõ mỗi cơ quan có trách",77,2048,155,1268,crop:25
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,26_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/26_187_1.jpg,"nhiệm gì để thực tế hóa chính sách. Dựa vào chương trình hành động này,",71,2048,180,1092,crop:26
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,27_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/27_187_1.jpg,các cơ quan sẽ thực hiện kiểm điểm trách nhiệm của mình nếu như thực,68,2048,151,1302,crop:27
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,28_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/28_187_1.jpg,hiện không tốt.,15,2048,599,328,crop:28
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,29_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/29_187_1.jpg,"Riêng với các cơ quan đại diện ngoại giao VN ở nước ngoài, sẽ phải nâng cao nghĩa",81,2048,172,1143,crop:29
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,30_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/30_187_1.jpg,vụ của mình trong việc bảo hộ công dân. Mỗi nơi sẽ phải xây dựng chương trình,77,2048,163,1206,crop:30
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,31_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/31_187_1.jpg,"hành động riêng của mình, thực hiện nghiêm ngặt việc quan tâm, nắm sát tình hình",80,2048,160,1229,crop:31
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,32_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/32_187_1.jpg,cộng đồng và nhất là bảo vệ quyền lợi của cộng đồng người Việt tại nước sở,74,2048,167,1177,crop:32
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,33_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/33_187_1.jpg,"tại. - Trước hết, đây là lần đầu tiên một nghị quyết toàn diện về công tác",74,2048,200,983,crop:33
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,34_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/34_187_1.jpg,NVƠNN được phổ biến công khai và rộng rãi.,42,2048,188,1046,crop:34
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,35_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/35_187_1.jpg,"Mục đích của việc phổ biến rộng rãi là gì? Thứ nhất, để tái khẳng định một cách",79,2048,163,1206,crop:35
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,36_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/36_187_1.jpg,"công khai và mạnh mẽ những chủ trương, chính sách ưu đãi của Nhà nước",69,2048,136,1446,crop:36
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,37_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/37_187_1.jpg,dành cho bà con Việt kiều. Thứ hai là để các bộ ngành của VN nhận,65,2048,128,1536,crop:37
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,38_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/38_187_1.jpg,"thức được rằng việc thực hiện chính sách sẽ luôn được sự theo dõi, đánh",71,2048,131,1501,crop:38
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,39_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/39_187_1.jpg,giá sát sao của dư luận trong và ngoài nước. Điểm mới nổi bật thứ,65,2048,143,1375,crop:39
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,40_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/40_187_1.jpg,hai ở nghị quyết này là lần đầu tiên đã xác định rõ trách nhiệm của,67,2048,130,1512,crop:40
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,41_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/41_187_1.jpg,Nhà nước đối với cộng đồng NVƠNN.,33,2048,213,923,crop:41
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,42_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/42_187_1.jpg,"Trước đây, việc bảo hộ NVƠNN với tư cách là công dân (đối với những người mang",78,2048,155,1268,crop:42
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,43_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/43_187_1.jpg,quốc tịch VN) hoặc bảo vệ họ với tư cách đồng bào (đối với những người đã nhập,78,2048,144,1365,crop:43
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,44_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/44_187_1.jpg,quốc tịch nước khác) có được đề cập nhưng chưa nhấn mạnh. Nghị quyết lần,72,2048,169,1163,crop:44
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,45_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/45_187_1.jpg,này khẳng định Nhà nước có trách nhiệm bảo vệ quyền lợi chính đáng của cộng,75,2048,201,978,crop:45
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,46_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/46_187_1.jpg,"đồng NVƠNN theo luật pháp, công ước và thông lệ quốc tế. Điểm đổi mới nổi",73,2048,137,1435,crop:46
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,47_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/47_187_1.jpg,bật thứ ba là trong phần đề cập tới trách nhiệm của bà con đối với đất nước,75,2048,139,1414,crop:47
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,48_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/48_187_1.jpg,đã không đặt nặng nghĩa vụ đóng góp của bà con.,47,2048,191,1029,crop:48
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,49_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/49_187_1.jpg,"Trước đây, vẫn có nếp nghĩ cho rằng NVƠNN là những người có đời sống sung túc hơn",81,2048,140,1404,crop:49
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,50_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/50_187_1.jpg,"nhân dân trong nước, do vậy thường chỉ nghĩ tới nghĩa vụ đóng góp của họ, chú trọng",83,2048,159,1237,crop:50
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,51_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/51_187_1.jpg,"tới khía cạnh "" khai thác "". Nghị quyết lần này nêu rõ Nhà nước khuyến khích bà",79,2048,145,1356,crop:51
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,52_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/52_187_1.jpg,"con đề cao trách nhiệm đối với bản thân mình trước, như thực hiện tốt hội",73,2048,174,1130,crop:52
/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images,53_187_1.jpg,/kaggle/input/datasets/huyyuh/3500-w/vn_handwritten_images/data/53_187_1.jpg,"nhập, thực hiện nghiêm chỉnh luật pháp sở tại... rồi cuối cùng mới là tùy",73,2048,186,1057,crop:53
